Id,L0_S0_F0,L3_S29_F3321,L3_S33_F3857,L3_S34_F3882,L3_S37_F3950,L0_S0_D1,L3_S29_D3316,L3_S37_D3951,Response
1595,0.023,0.011,0.165,0.0,0.0,1677.44,1693.19,1693.22,0
1597,-0.042,0.008,0.029,0.0,0.0,272.37,273.68,273.7,0
1598,-0.042,0.008,0.029,0.0,0.0,272.37,273.68,273.7,0
1599,-0.042,0.008,0.029,0.0,0.0,272.37,273.68,273.7,0
1600,-0.049,0.12,0.039,0.0,0.0,257.44,258.0,258.06,0
1601,0.01,-0.231,0.059,0.0,0.0,139.66,140.23,140.26,0
1603,,-0.039,0.052,0.0,0.0,,1224.58,1224.61,0
1604,,-0.216,-0.065,0.0,0.0,,252.24,252.27,0
1606,0.075,0.232,0.109,0.0,0.0,1650.54,1652.8,1652.82,0
1609,,0.184,0.056,0.0,0.0,,1148.2,1148.22,0
1611,-0.167,0.121,0.064,0.0,0.0,1457.25,1457.9,1457.93,0
1612,-0.016,-0.147,0.095,0.0,0.0,902.42,905.71,905.74,0
1614,,-0.039,0.062,0.0,0.0,,1207.23,1207.27,0
1615,,0.072,-0.012,0.0,0.0,,1205.39,1205.42,0
1616,,-0.017,-0.052,0.0,0.0,,1400.45,1400.48,0
1617,-0.029,0.093,-0.002,0.0,0.0,1380.34,1390.05,1390.08,0
1618,,0.069,-0.001,0.0,0.0,,201.72,201.75,0
1619,0.03,0.408,0.098,0.0,0.0,1105.04,1107.09,1107.11,0
1620,-0.088,0.456,0.108,0.0,0.0,364.7,366.96,366.99,0
1623,,0.293,0.004,0.0,0.0,,878.21,878.31,0
1624,0.023,-0.039,-0.128,0.0,0.0,1211.1,1212.86,1212.89,0
1625,0.141,-0.091,-0.088,0.0,0.0,673.98,676.8,676.83,0
1627,,0.183,0.044,0.0,0.0,,876.83,876.87,0
1628,0.023,0.072,-0.166,0.0,0.0,1170.51,1171.34,1171.35,0
1629,0.043,0.093,0.024,0.0,0.0,1364.91,1367.15,1367.17,0
1630,0.016,-0.127,-0.013,0.0,0.0,1324.22,1328.3,1328.32,0
1631,0.043,0.296,0.004,0.0,0.0,924.33,928.44,928.47,0
1633,,-0.039,0.079,0.0,0.0,,997.5,997.52,0
1634,-0.049,0.296,-0.087,0.0,0.0,922.24,925.71,925.74,0
1635,0.036,0.342,-0.019,0.0,0.0,1642.39,1644.29,1644.31,0
1640,0.049,0.011,0.086,0.0,0.0,1511.44,1513.24,1513.27,0
1641,0.128,0.184,0.106,0.0,0.0,1148.89,1153.69,1153.71,0
1642,,-0.039,-0.019,0.02,0.0,,1191.7,1191.76,0
1643,-0.01,-0.114,-0.106,0.0,0.0,232.09,233.8,233.82,0
1644,-0.036,-0.233,-0.149,0.0,0.0,166.44,166.72,166.76,0
1645,,-0.201,0.02,0.0,0.0,,668.26,668.28,0
1649,,-0.059,-0.097,0.0,0.0,,464.56,464.59,0
1650,,-0.059,-0.097,0.0,0.0,,464.56,464.59,0
1652,,-0.151,-0.068,0.001,0.0,,1011.53,1011.56,0
1653,0.16,-0.007,-0.016,0.0,0.001,168.38,168.99,169.04,0
1655,,-0.006,0.033,0.0,0.0,,68.62,68.65,0
1656,,0.408,-0.028,0.0,0.0,,939.6,939.64,0
1660,,-0.127,0.109,0.0,0.0,,1311.43,1311.45,0
1661,,0.072,0.142,0.0,0.0,,1012.28,1012.31,0
1663,,-0.006,0.004,0.0,0.0,,137.53,137.56,0
1666,-0.042,0.053,-0.03,0.0,0.0,567.62,569.12,569.2,0
1669,0.003,0.008,0.052,0.0,0.0,248.34,249.4,249.44,0
1671,,-0.21,0.129,0.0,0.0,,1631.25,1631.28,0
1672,,,,,,,,,0
1675,,0.184,0.008,0.0,0.0,,1053.72,1053.74,0
1677,0.088,-0.104,-0.082,0.0,0.0,351.94,352.69,352.78,0
1679,,0.344,-0.042,0.0,0.0,,253.26,253.28,0
1681,0.043,-0.039,-0.014,0.0,0.0,921.06,923.24,923.27,0
1685,,0.293,0.115,0.0,0.0,,736.78,736.81,0
1690,0.088,-0.151,-0.107,0.0,0.0,1157.09,1158.73,1158.75,0
1691,,-0.039,-0.078,0.0,0.0,,1190.07,1190.1,0
1693,0.062,-0.037,-0.205,0.0,0.0,825.41,829.65,829.68,0
1695,0.095,-0.006,-0.013,0.001,0.0,140.5,148.02,148.06,0
1697,,0.072,-0.095,0.0,0.0,,1045.87,1045.9,0
1698,-0.167,0.183,0.147,0.0,0.0,903.65,907.51,907.55,0
1700,-0.075,0.128,0.033,0.0,0.0,17.9,23.45,23.52,0
1701,-0.055,0.011,-0.134,0.0,0.0,1584.79,1591.81,1591.83,0
1702,,0.332,-0.108,0.0,0.0,,135.66,135.69,0
1703,-0.016,0.053,-0.026,0.0,0.0,517.46,517.99,518.01,0
1704,,0.12,-0.158,0.0,0.0,,318.96,318.99,0
1705,,-0.147,-0.092,0.0,0.0,,796.04,796.07,0
1707,,0.072,0.07,0.0,0.0,,1071.88,1071.91,0
1708,0.095,-0.151,0.098,0.0,0.0,1142.9,1144.27,1144.31,0
1709,,0.107,0.109,0.0,0.0,,56.78,56.82,0
1712,,0.33,-0.184,0.0,0.0,,175.14,175.17,0
1714,-0.003,-0.037,-0.137,0.0,0.0,623.43,625.9,625.92,0
1715,0.101,0.278,0.017,0.0,0.0,486.79,487.22,487.25,0
1716,,0.072,-0.126,0.0,0.0,,1006.68,1006.7,0
1720,0.036,-0.119,0.026,0.0,0.0,64.26,67.2,67.24,0
1723,-0.01,0.093,0.13,0.0,0.0,1272.15,1278.62,1278.64,0
1724,0.043,-0.091,0.121,0.0,0.0,675.82,677.46,677.49,0
1725,-0.01,0.107,0.1,0.0,0.0,141.37,152.35,152.39,0
1726,-0.01,0.107,0.1,0.0,0.0,141.37,152.35,152.39,0
1727,,0.072,-0.11,0.0,0.0,,1008.66,1008.69,0
1729,-0.153,,,,,1410.9,,,0
1733,0.095,-0.151,0.093,0.0,0.0,1107.91,1109.44,1109.47,0
1737,,0.019,-0.005,0.0,0.0,,687.15,687.17,0
1739,-0.01,-0.104,-0.062,0.0,0.0,402.83,406.53,406.55,0
1740,,-0.151,-0.035,0.0,0.0,,1011.6,1011.63,0
1741,,0.444,-0.069,0.0,0.0,,50.29,50.44,0
1744,-0.029,-0.127,0.123,0.0,0.0,1272.61,1288.74,1288.78,0
1745,0.023,-0.238,0.021,0.0,0.0,1365.02,1367.26,1367.29,0
1746,0.095,-0.099,0.059,0.0,0.0,1642.42,1644.22,1644.24,0
1748,0.062,-0.147,-0.191,0.0,0.0,822.95,826.6,826.63,0
1750,0.023,,,,,550.22,,,0
1751,0.023,,,,,550.22,,,0
1752,-0.062,0.332,-0.005,0.0,0.0,73.7,78.2,78.36,0
1753,,0.107,-0.194,0.0,0.0,,123.25,123.28,0
1757,-0.108,-0.151,-0.056,0.0,0.0,961.74,963.64,963.67,0
1758,0.049,-0.21,-0.033,0.0,0.0,1624.71,1625.87,1625.88,0
1768,0.043,-0.147,-0.056,0.0,0.0,902.38,905.64,905.67,0
1769,0.069,-0.037,0.027,0.0,0.0,879.96,890.69,890.73,0
1773,,0.053,0.003,0.0,0.0,,503.63,503.66,0
1775,-0.023,0.311,0.039,0.0,0.0,15.44,21.4,21.44,0
1778,0.075,-0.12,0.049,0.0,0.0,167.45,167.71,167.77,0
1779,,-0.147,-0.139,0.0,0.0,,719.32,719.4,0
1781,0.062,-0.099,-0.171,0.0,0.0,1497.22,1501.0,1501.02,0
1784,-0.186,-0.238,-0.015,0.0,0.0,1409.25,1410.44,1410.47,0
1786,-0.082,-0.104,0.123,0.0,0.0,354.39,365.24,365.27,0
1787,,0.072,0.205,0.0,0.0,,1177.25,1177.26,0
1790,,0.184,-0.052,0.0,0.0,,1194.02,1194.1,0
1792,0.03,0.217,-0.072,0.0,0.0,166.38,166.63,166.67,0
1793,0.003,0.072,-0.043,0.0,0.0,1153.46,1154.36,1154.39,1
1794,0.003,0.072,-0.043,0.0,0.0,1153.46,1154.36,1154.39,0
1797,-0.167,-0.238,-0.173,0.0,0.0,1393.67,1393.98,1394.02,0
1800,0.095,-0.21,0.049,0.0,0.0,1532.98,1543.71,1543.73,0
1801,0.016,0.184,-0.05,0.0,0.0,1239.91,1244.01,1244.2,0
1804,-0.042,0.072,0.002,0.0,0.0,973.67,975.66,975.69,0
1808,-0.036,-0.127,0.104,0.0,0.0,1265.45,1275.87,1275.91,0
1809,,0.072,0.021,0.0,0.0,,1047.92,1047.95,0
1812,,-0.119,0.05,0.0,0.0,,157.26,157.28,0
1816,0.003,0.183,-0.092,0.0,0.0,896.95,904.04,904.06,0
1817,-0.036,-0.216,-0.046,0.0,0.0,272.59,273.78,273.81,0
1821,0.062,,,,,1215.06,,,0
1823,,-0.127,-0.093,0.0,0.0,,1413.24,1413.26,0
1830,0.01,0.072,-0.074,0.0,0.0,1214.38,1215.93,1215.97,0
1832,0.03,-0.127,-0.072,0.0,0.0,1316.57,1325.5,1325.53,0
1834,0.082,-0.151,0.125,0.0,0.0,1159.46,1160.59,1160.62,0
1835,,0.073,0.015,0.0,0.0,,820.19,820.22,0
1836,-0.055,0.12,-0.012,0.0,0.0,272.4,273.57,273.61,0
1838,0.003,-0.099,-0.029,0.0,0.0,1616.65,1618.81,1618.84,0
1840,0.049,-0.099,-0.022,0.0,0.0,1675.03,1691.8,1691.84,0
1842,0.088,-0.151,0.101,0.0,0.0,1144.01,1145.44,1145.47,0
1847,,-0.238,-0.153,0.0,0.0,,1393.88,1393.9,0
1848,0.095,0.232,-0.117,0.0,0.0,1461.57,1465.05,1465.07,0
1850,,,,,,,,,0
1852,,-0.091,0.046,0.0,0.0,,686.23,686.35,0
1853,0.016,0.184,0.032,0.0,0.0,1258.33,1261.73,1261.75,0
1861,,-0.127,0.036,0.0,0.0,,1295.44,1295.46,0
1866,,-0.151,0.034,0.0,0.0,,1182.31,1182.34,0
1867,,-0.238,-0.065,0.0,0.0,,1400.41,1400.43,0
1870,0.016,-0.119,0.122,0.0,0.0,55.83,62.61,62.64,0
1871,-0.003,0.184,-0.082,0.0,0.0,942.11,944.69,944.72,0
1873,,0.072,0.024,0.0,0.0,,1041.0,1041.03,0
1876,-0.082,-0.039,-0.1,0.0,0.0,1222.46,1223.03,1223.05,0
1877,,0.072,-0.105,0.0,0.0,,1006.39,1006.63,0
1878,0.056,0.296,0.192,0.0,0.0,1143.7,1145.39,1145.42,0
1879,0.056,0.011,0.009,0.0,0.0,1451.0,1456.68,1456.77,0
1881,0.043,-0.037,-0.073,0.0,0.0,891.4,896.37,896.4,0
1887,0.016,-0.099,0.021,0.0,0.0,1476.51,1479.32,1479.4,0
1888,-0.082,0.011,-0.039,0.0,0.0,1434.36,1441.22,1441.25,0
1890,,0.183,-0.157,0.0,0.0,,718.44,718.47,0
1893,-0.029,,,,,508.49,,,0
1895,0.023,-0.104,0.139,0.001,0.0,320.44,322.11,322.13,0
1897,,-0.017,0.045,0.0,0.0,,1311.05,1311.07,0
1902,-0.01,0.019,-0.25,0.0,0.0,670.47,671.08,671.1,0
1903,,0.093,-0.118,0.0,0.0,,1300.61,1300.63,0
1904,-0.016,-0.099,-0.005,0.0,0.0,1449.55,1450.19,1450.23,0
1907,,0.069,0.135,0.0,0.0,,182.06,182.07,0
1910,0.134,0.011,-0.081,0.0,0.0,1636.07,1641.05,1641.07,0
1911,-0.003,0.037,0.14,0.0,0.0,36.3,38.59,38.62,0
1912,0.115,-0.151,0.159,0.0,0.0,1095.62,1096.33,1096.38,0
1913,0.154,-0.147,0.132,0.0,0.0,836.18,838.96,838.99,0
1914,-0.036,0.072,0.118,0.0,0.0,1095.99,1097.48,1097.51,0
1915,,0.073,-0.021,0.0,0.0,,743.16,743.18,0
1916,0.016,-0.231,0.083,0.0,0.0,105.48,107.16,107.2,0
1918,0.049,-0.233,0.062,0.0,0.0,167.08,167.39,167.4,0
1921,,0.293,-0.112,0.0,0.0,,721.05,721.07,0
1924,0.115,-0.147,-0.024,0.0,0.0,634.17,636.87,636.89,0
1927,,0.183,-0.042,0.0,0.0,,770.4,770.42,0
1928,-0.029,-0.099,0.005,0.0,0.0,1450.43,1451.26,1451.29,0
1932,,0.198,0.001,0.0,0.0,,1.08,1.1,0
1934,,0.204,0.079,0.0,0.0,,1359.59,1359.61,0
1936,,-0.037,0.031,0.0,0.0,,787.77,787.79,0
1937,-0.134,-0.151,0.051,0.0,0.0,976.69,979.92,979.94,0
1938,-0.134,-0.151,0.051,0.0,0.0,976.69,979.92,979.94,0
1942,,0.093,-0.067,0.0,0.0,,1429.12,1429.14,0
1945,0.115,-0.151,-0.051,0.0,0.0,925.7,930.44,930.47,0
1948,-0.121,-0.151,0.002,0.0,0.0,958.82,961.49,961.52,0
1949,-0.082,-0.21,0.096,0.001,0.0,1593.1,1595.42,1595.45,0
1951,0.056,-0.151,0.04,0.0,0.0,970.02,971.41,971.43,0
1952,,-0.151,0.052,0.0,0.0,,1075.89,1075.91,0
1953,,-0.231,0.034,0.0,0.0,,90.44,90.47,0
1955,-0.075,-0.027,0.082,0.0,0.0,1.39,2.93,2.99,0
1956,,-0.151,0.064,0.0,0.0,,1061.68,1061.72,0
1961,0.088,-0.151,-0.065,0.0,0.0,1213.53,1215.03,1215.05,0
1964,-0.068,0.35,0.058,0.0,0.0,589.47,601.21,601.24,0
1967,,-0.216,0.141,0.0,0.0,,347.14,347.17,0
1971,,-0.091,0.036,0.0,0.0,,689.58,689.61,0
1972,,-0.151,0.128,0.0,0.0,,1192.38,1192.4,0
1973,-0.082,-0.151,-0.004,0.0,0.0,959.6,962.21,962.24,0
1975,0.003,0.093,-0.141,0.0,0.0,1392.15,1393.23,1393.26,0
1976,-0.134,0.037,0.094,0.0,0.0,36.82,40.11,40.2,0
1980,0.023,0.121,-0.045,0.0,0.0,1450.45,1451.4,1451.42,0
1987,0.186,0.121,-0.002,0.0,0.0,1635.84,1640.89,1640.92,0
1990,,0.072,-0.04,0.0,0.0,,1263.74,1263.77,0
1993,-0.042,0.296,-0.119,0.0,0.0,946.73,955.68,955.71,0
1995,,0.011,0.141,0.0,0.0,,1492.26,1492.29,0
1998,,0.069,0.013,0.0,0.0,,202.37,202.41,0
1999,-0.16,0.069,-0.119,0.0,0.0,203.1,203.68,203.71,0
2000,-0.062,-0.017,0.205,0.0,0.0,1357.11,1361.37,1361.4,0
2004,,-0.21,-0.026,0.0,0.0,,1467.19,1467.2,0
2006,-0.14,0.184,-0.049,0.0,0.0,1211.89,1213.73,1213.75,0
2007,,0.093,0.027,0.0,0.0,,1423.38,1423.4,0
2009,0.101,-0.222,0.038,0.0,0.0,1693.96,1709.99,1710.02,0
2012,0.049,-0.151,0.127,0.0,0.0,1249.11,1259.95,1259.97,0
2016,0.075,0.072,0.149,0.0,0.0,1098.3,1104.73,1104.75,0
2019,,-0.231,0.102,0.0,0.0,,89.8,89.83,0
2020,,0.296,-0.126,0.0,0.0,,1076.38,1076.4,0
2021,,-0.151,-0.033,0.0,0.0,,1089.42,1089.44,0
2023,,-0.151,-0.028,0.0,0.0,,1007.48,1007.5,0
2024,,-0.104,0.009,0.0,0.0,,424.04,424.06,0
2026,,0.204,-0.106,0.0,0.0,,1275.8,1275.82,0
2027,-0.075,0.204,0.12,0.0,0.0,1373.42,1375.52,1375.54,0
2034,-0.023,0.184,-0.03,0.0,0.0,912.42,920.93,920.94,0
2036,-0.029,0.085,-0.047,0.0,0.0,15.52,21.49,21.52,0
2037,-0.075,0.093,0.1,0.0,0.0,1374.11,1376.2,1376.22,0
2040,,0.184,0.092,0.0,0.0,,1124.8,1124.83,0
2041,,0.296,0.022,0.0,0.0,,989.56,989.58,0
2043,,,,,,,,,0
2044,,-0.151,0.033,0.0,0.0,,1197.23,1197.26,0
2046,,0.072,-0.044,0.0,0.0,,1048.08,1048.11,0
2050,0.01,0.149,,,0.0,36.41,38.48,38.56,0
2053,0.075,-0.059,-0.068,0.0,0.0,568.93,571.11,571.13,0
2055,-0.055,-0.039,-0.04,0.0,0.0,1096.25,1097.66,1097.72,0
